protocol,subject,split,feature,n_train,n_test,balanced_accuracy,accuracy,macro_f1,confusion_matrix
P0,1,0train_fold3,F3-G,231,57,0.3535714285714285,0.3508771929824561,0.3445767195767195,"[[3, 3, 5, 4], [1, 8, 3, 2], [3, 5, 4, 2], [5, 2, 2, 5]]"
P0,1,0train_fold3,F3-D,231,57,0.2654761904761905,0.2631578947368421,0.2642857142857143,"[[2, 0, 7, 6], [2, 5, 6, 1], [3, 6, 3, 2], [6, 3, 0, 5]]"
P0,1,0train_fold3,F2-S-SHUFFLE,231,57,0.5071428571428571,0.5087719298245614,0.4924193548387097,"[[9, 2, 2, 2], [4, 2, 5, 3], [0, 6, 7, 1], [2, 1, 0, 11]]"
P0,1,0train_fold3,F2-S-REVERSE,231,57,0.5226190476190475,0.5263157894736842,0.52130778421101,"[[11, 1, 2, 1], [0, 4, 7, 3], [0, 6, 7, 1], [4, 1, 1, 8]]"
P0,1,0train_fold4,F0,231,57,0.7345238095238095,0.7368421052631579,0.7305145929339478,"[[7, 2, 0, 5], [0, 11, 2, 1], [1, 1, 13, 0], [3, 0, 0, 11]]"
P0,1,0train_fold4,F1,231,57,0.7154761904761905,0.7192982456140351,0.7106340378197997,"[[7, 2, 0, 5], [0, 11, 2, 1], [0, 1, 14, 0], [4, 1, 0, 9]]"
P0,1,0train_fold4,F2-S,231,57,0.4916666666666666,0.4912280701754385,0.4929729614101138,"[[4, 2, 4, 4], [3, 9, 2, 0], [2, 6, 7, 0], [6, 0, 0, 8]]"
P0,1,0train_fold4,F2-V,231,57,0.4916666666666666,0.4912280701754385,0.4856311652752142,"[[4, 3, 3, 4], [2, 9, 2, 1], [2, 5, 7, 1], [4, 0, 2, 8]]"
P0,1,0train_fold4,F3-G,231,57,0.3476190476190476,0.3508771929824561,0.3153846153846154,"[[0, 6, 5, 3], [0, 6, 7, 1], [1, 4, 8, 2], [3, 5, 0, 6]]"
P0,1,0train_fold4,F3-D,231,57,0.3488095238095238,0.3508771929824561,0.34566534914361,"[[2, 6, 4, 2], [3, 6, 5, 0], [3, 3, 7, 2], [3, 4, 2, 5]]"
P0,1,0train_fold4,F2-S-SHUFFLE,231,57,0.4392857142857143,0.4385964912280701,0.4375331564986737,"[[5, 2, 3, 4], [2, 6, 4, 2], [2, 6, 6, 1], [3, 1, 2, 8]]"
P0,1,0train_fold4,F2-S-REVERSE,231,57,0.4916666666666666,0.4912280701754385,0.4929729614101138,"[[4, 2, 4, 4], [3, 9, 2, 0], [2, 6, 7, 0], [6, 0, 0, 8]]"
P0,1,1test_fold0,F0,230,58,0.8261904761904763,0.8275862068965517,0.8267622461170847,"[[12, 0, 0, 3], [0, 14, 1, 0], [0, 2, 12, 0], [4, 0, 0, 10]]"
P0,1,1test_fold0,F1,230,58,0.8273809523809523,0.8275862068965517,0.8273390186627116,"[[11, 0, 0, 4], [0, 14, 1, 0], [0, 2, 12, 0], [3, 0, 0, 11]]"
P0,1,1test_fold0,F2-S,230,58,0.6749999999999999,0.6724137931034483,0.6762864087669427,"[[8, 2, 2, 3], [3, 10, 1, 1], [2, 2, 10, 0], [3, 0, 0, 11]]"
P0,1,1test_fold0,F2-V,230,58,0.7119047619047618,0.7068965517241379,0.7050278086763071,"[[8, 1, 2, 4], [3, 9, 2, 1], [0, 0, 13, 1], [3, 0, 0, 11]]"
P0,1,1test_fold0,F3-G,230,58,0.3785714285714285,0.3793103448275862,0.3459523809523809,"[[2, 5, 2, 6], [2, 10, 3, 0], [2, 8, 2, 2], [4, 2, 0, 8]]"
P0,1,1test_fold0,F3-D,230,58,0.3261904761904761,0.3275862068965517,0.2763227513227513,"[[2, 4, 2, 7], [3, 9, 2, 1], [3, 6, 0, 5], [4, 2, 0, 8]]"
P0,1,1test_fold0,F2-S-SHUFFLE,230,58,0.5023809523809524,0.5,0.4973780390910536,"[[5, 3, 2, 5], [1, 8, 4, 2], [3, 3, 7, 1], [4, 0, 1, 9]]"
P0,1,1test_fold0,F2-S-REVERSE,230,58,0.6749999999999999,0.6724137931034483,0.6762864087669427,"[[8, 2, 2, 3], [3, 10, 1, 1], [2, 2, 10, 0], [3, 0, 0, 11]]"
P0,1,1test_fold1,F0,230,58,0.7916666666666666,0.7931034482758621,0.7920138888888889,"[[10, 0, 1, 3], [1, 12, 1, 1], [1, 2, 11, 0], [1, 1, 0, 13]]"
P0,1,1test_fold1,F1,230,58,0.794047619047619,0.7931034482758621,0.7938044034818228,"[[11, 1, 0, 2], [0, 13, 1, 1], [0, 2, 12, 0], [5, 0, 0, 10]]"
P0,1,1test_fold1,F2-S,230,58,0.6369047619047619,0.6379310344827587,0.6377314814814815,"[[7, 3, 0, 4], [2, 10, 3, 0], [1, 2, 10, 1], [3, 2, 0, 10]]"
P0,1,1test_fold1,F2-V,230,58,0.5857142857142856,0.5862068965517241,0.5834022299539541,"[[6, 4, 2, 2], [1, 10, 1, 3], [1, 2, 10, 1], [4, 2, 1, 8]]"
P0,1,1test_fold1,F3-G,230,58,0.3749999999999999,0.3793103448275862,0.3701023991972267,"[[4, 3, 4, 3], [2, 10, 2, 1], [3, 3, 3, 5], [4, 1, 5, 5]]"
P0,1,1test_fold1,F3-D,230,58,0.3583333333333333,0.3620689655172414,0.3552608905431486,"[[4, 3, 2, 5], [2, 8, 4, 1], [4, 2, 3, 5], [2, 3, 4, 6]]"
P0,1,1test_fold1,F2-S-SHUFFLE,230,58,0.530952380952381,0.5344827586206896,0.5226708074534161,"[[4, 3, 2, 5], [1, 10, 4, 0], [1, 4, 8, 1], [3, 3, 0, 9]]"
P0,1,1test_fold1,F2-S-REVERSE,230,58,0.6369047619047619,0.6379310344827587,0.6377314814814815,"[[7, 3, 0, 4], [2, 10, 3, 0], [1, 2, 10, 1], [3, 2, 0, 10]]"
P0,1,1test_fold2,F0,230,58,0.7559523809523809,0.7586206896551724,0.7404678654678655,"[[13, 1, 0, 0], [1, 6, 6, 1], [0, 0, 15, 0], [5, 0, 0, 10]]"
P0,1,1test_fold2,F1,230,58,0.6654761904761906,0.6724137931034483,0.6540372670807454,"[[6, 1, 0, 7], [0, 7, 6, 1], [0, 1, 14, 0], [3, 0, 0, 12]]"
P0,1,1test_fold2,F2-S,230,58,0.6023809523809524,0.603448275862069,0.6027458492975734,"[[8, 2, 0, 4], [0, 8, 6, 0], [3, 4, 8, 0], [2, 2, 0, 11]]"
P0,1,1test_fold2,F2-V,230,58,0.5178571428571429,0.5172413793103449,0.5181856972179553,"[[7, 1, 0, 6], [1, 8, 4, 1], [2, 4, 8, 1], [3, 4, 1, 7]]"
P0,1,1test_fold2,F3-G,230,58,0.3630952380952381,0.3620689655172414,0.3600574712643678,"[[4, 2, 5, 3], [1, 7, 5, 1], [4, 6, 3, 2], [1, 6, 1, 7]]"
P0,1,1test_fold2,F3-D,230,58,0.3821428571428571,0.3793103448275862,0.3735507246376811,"[[6, 3, 2, 3], [3, 7, 2, 2], [3, 5, 3, 4], [1, 7, 1, 6]]"
P0,1,1test_fold2,F2-S-SHUFFLE,230,58,0.4285714285714286,0.4310344827586206,0.425,"[[4, 1, 2, 7], [0, 6, 7, 1], [1, 6, 8, 0], [5, 3, 0, 7]]"
P0,1,1test_fold2,F2-S-REVERSE,230,58,0.6023809523809524,0.603448275862069,0.6027458492975734,"[[8, 2, 0, 4], [0, 8, 6, 0], [3, 4, 8, 0], [2, 2, 0, 11]]"
P0,1,1test_fold3,F0,231,57,0.8047619047619048,0.8070175438596491,0.7971451774112943,"[[12, 0, 0, 2], [0, 13, 1, 0], [0, 1, 14, 0], [6, 1, 0, 7]]"
P0,1,1test_fold3,F1,231,57,0.7880952380952381,0.7894736842105263,0.7796238244514107,"[[13, 0, 0, 1], [0, 12, 2, 0], [1, 1, 13, 0], [5, 2, 0, 7]]"
P0,1,1test_fold3,F2-S,231,57,0.5976190476190476,0.5964912280701754,0.5970370008189808,"[[9, 0, 0, 5], [2, 8, 4, 0], [2, 4, 8, 1], [4, 0, 1, 9]]"
P0,1,1test_fold3,F2-V,231,57,0.5630952380952381,0.5614035087719298,0.5583333333333333,"[[8, 1, 2, 3], [1, 11, 2, 0], [4, 3, 7, 1], [5, 1, 2, 6]]"
P0,1,1test_fold3,F3-G,231,57,0.3511904761904761,0.3508771929824561,0.3400974025974026,"[[2, 3, 4, 5], [1, 7, 5, 1], [2, 6, 5, 2], [3, 2, 3, 6]]"
P0,1,1test_fold3,F3-D,231,57,0.3511904761904761,0.3508771929824561,0.3495421245421245,"[[5, 3, 3, 3], [1, 6, 5, 2], [2, 5, 5, 3], [6, 2, 2, 4]]"
P0,1,1test_fold3,F2-S-SHUFFLE,231,57,0.4761904761904761,0.4736842105263157,0.4702953296703297,"[[9, 1, 0, 4], [2, 6, 6, 0], [3, 4, 5, 3], [4, 1, 2, 7]]"
P0,1,1test_fold3,F2-S-REVERSE,231,57,0.5976190476190476,0.5964912280701754,0.5970370008189808,"[[9, 0, 0, 5], [2, 8, 4, 0], [2, 4, 8, 1], [4, 0, 1, 9]]"
P0,1,1test_fold4,F0,231,57,0.7559523809523809,0.7543859649122807,0.7611111111111111,"[[10, 0, 0, 5], [0, 12, 1, 1], [0, 1, 12, 1], [5, 0, 0, 9]]"
P0,1,1test_fold4,F1,231,57,0.8261904761904761,0.8245614035087719,0.8273535851122058,"[[11, 0, 0, 4], [0, 13, 1, 0], [0, 1, 12, 1], [3, 0, 0, 11]]"
P0,1,1test_fold4,F2-S,231,57,0.6,0.5964912280701754,0.59367398452493,"[[6, 1, 4, 4], [0, 10, 4, 0], [1, 3, 9, 1], [4, 1, 0, 9]]"
P0,1,1test_fold4,F2-V,231,57,0.5988095238095238,0.5964912280701754,0.599952210274791,"[[7, 3, 4, 1], [0, 9, 4, 1], [1, 4, 9, 0], [4, 1, 0, 9]]"
P0,1,1test_fold4,F3-G,231,57,0.4404761904761904,0.4385964912280701,0.4398575498575499,"[[5, 4, 3, 3], [2, 8, 4, 0], [1, 7, 5, 1], [3, 3, 1, 7]]"
P0,1,1test_fold4,F3-D,231,57,0.4047619047619047,0.4035087719298245,0.4091144362883493,"[[5, 4, 4, 2], [2, 7, 5, 0], [2, 6, 5, 1], [6, 2, 0, 6]]"
P0,1,1test_fold4,F2-S-SHUFFLE,231,57,0.4928571428571428,0.4912280701754385,0.4874434389140272,"[[6, 2, 4, 3], [1, 6, 5, 2], [1, 2, 10, 1], [7, 0, 1, 6]]"
P0,1,1test_fold4,F2-S-REVERSE,231,57,0.6,0.5964912280701754,0.59367398452493,"[[6, 1, 4, 4], [0, 10, 4, 0], [1, 3, 9, 1], [4, 1, 0, 9]]"
P1,1,0train_to_1test,F0,288,288,0.7743055555555556,0.7743055555555556,0.7742548312723752,"[[46, 0, 1, 25], [1, 54, 11, 6], [1, 7, 64, 0], [13, 0, 0, 59]]"
P1,1,0train_to_1test,F1,288,288,0.75,0.75,0.7502223367304095,"[[43, 0, 0, 29], [6, 53, 9, 4], [1, 10, 61, 0], [13, 0, 0, 59]]"
P1,1,0train_to_1test,F2-S,288,288,0.5138888888888888,0.5138888888888888,0.5069276170950324,"[[24, 10, 5, 33], [5, 36, 28, 3], [2, 19, 46, 5], [17, 6, 7, 42]]"
P1,1,0train_to_1test,F2-V,288,288,0.5,0.5,0.5008821321321321,"[[31, 8, 2, 31], [11, 36, 18, 7], [6, 21, 42, 3], [24, 7, 6, 35]]"
P1,1,0train_to_1test,F3-G,288,288,0.3229166666666667,0.3229166666666667,0.3170235073391458,"[[12, 19, 18, 23], [9, 31, 27, 5], [14, 24, 24, 10], [13, 18, 15, 26]]"
P1,1,0train_to_1test,F3-D,288,288,0.3819444444444445,0.3819444444444444,0.3737070449110437,"[[15, 16, 16, 25], [10, 27, 29, 6], [11, 15, 37, 9], [8, 17, 16, 31]]"
P1,1,0train_to_1test,F2-S-SHUFFLE,288,288,0.4965277777777778,0.4965277777777778,0.4942334786865826,"[[32, 10, 9, 21], [6, 27, 30, 9], [6, 20, 41, 5], [13, 10, 6, 43]]"
P1,1,0train_to_1test,F2-S-REVERSE,288,288,0.5138888888888888,0.5138888888888888,0.5069276170950324,"[[24, 10, 5, 33], [5, 36, 28, 3], [2, 19, 46, 5], [17, 6, 7, 42]]"
P1,1,1test_to_0train,F0,288,288,0.7048611111111112,0.7048611111111112,0.6914974916177957,"[[60, 3, 7, 2], [3, 31, 38, 0], [0, 0, 72, 0], [31, 1, 0, 40]]"
P1,1,1test_to_0train,F1,288,288,0.7256944444444444,0.7256944444444444,0.7204420625364334,"[[50, 3, 9, 10], [2, 47, 23, 0], [0, 1, 71, 0], [27, 3, 1, 41]]"
P1,1,1test_to_0train,F2-S,288,288,0.5,0.5,0.4999221018861199,"[[33, 9, 5, 25], [9, 36, 25, 2], [3, 26, 36, 7], [21, 7, 5, 39]]"
P1,1,1test_to_0train,F2-V,288,288,0.46875,0.46875,0.4670904695227518,"[[28, 8, 5, 31], [5, 37, 27, 3], [3, 25, 40, 4], [31, 6, 5, 30]]"
P1,1,1test_to_0train,F3-G,288,288,0.3680555555555555,0.3680555555555556,0.364304444892245,"[[21, 19, 15, 17], [13, 34, 14, 11], [11, 32, 19, 10], [23, 9, 8, 32]]"
P1,1,1test_to_0train,F3-D,288,288,0.34375,0.34375,0.3314343893612186,"[[25, 17, 10, 20], [15, 34, 11, 12], [14, 34, 10, 14], [30, 7, 5, 30]]"
P1,1,1test_to_0train,F2-S-SHUFFLE,288,288,0.4791666666666666,0.4791666666666667,0.4804014563571908,"[[33, 14, 4, 21], [16, 29, 24, 3], [5, 23, 38, 6], [21, 9, 4, 38]]"
P1,1,1test_to_0train,F2-S-REVERSE,288,288,0.5,0.5,0.4999221018861199,"[[33, 9, 5, 25], [9, 36, 25, 2], [3, 26, 36, 7], [21, 7, 5, 39]]"
P0,2,0train_fold0,F0,230,58,0.6202380952380953,0.6206896551724138,0.6127108185931716,"[[13, 0, 2, 0], [1, 6, 7, 1], [2, 2, 10, 0], [3, 3, 1, 7]]"
P0,2,0train_fold0,F1,230,58,0.6011904761904762,0.603448275862069,0.5948832417582417,"[[13, 1, 1, 0], [1, 7, 3, 4], [1, 0, 9, 4], [2, 3, 3, 6]]"
P0,2,0train_fold0,F2-S,230,58,0.3785714285714286,0.3793103448275862,0.3826885840234005,"[[7, 1, 4, 3], [1, 5, 4, 5], [1, 6, 5, 2], [3, 4, 2, 5]]"
P0,2,0train_fold0,F2-V,230,58,0.2797619047619047,0.2758620689655172,0.2680288461538461,"[[3, 3, 4, 5], [4, 2, 3, 6], [2, 2, 7, 3], [2, 4, 4, 4]]"
P0,2,0train_fold0,F3-G,230,58,0.2214285714285714,0.2241379310344827,0.2317307692307692,"[[6, 6, 1, 2], [3, 3, 8, 1], [4, 9, 1, 0], [2, 7, 2, 3]]"
P0,2,0train_fold0,F3-D,230,58,0.2047619047619047,0.2068965517241379,0.2035055122011643,"[[4, 6, 2, 3], [2, 4, 4, 5], [4, 8, 1, 1], [2, 7, 2, 3]]"
P0,2,0train_fold0,F2-S-SHUFFLE,230,58,0.2738095238095238,0.2758620689655172,0.2775824175824176,"[[5, 4, 2, 4], [2, 5, 2, 6], [2, 6, 3, 3], [2, 5, 4, 3]]"
P0,2,0train_fold0,F2-S-REVERSE,230,58,0.3785714285714286,0.3793103448275862,0.3826885840234005,"[[7, 1, 4, 3], [1, 5, 4, 5], [1, 6, 5, 2], [3, 4, 2, 5]]"
P0,2,0train_fold1,F0,230,58,0.6535714285714286,0.6551724137931034,0.6539351851851851,"[[10, 0, 2, 2], [0, 10, 1, 4], [3, 3, 7, 1], [0, 4, 0, 11]]"
P0,2,0train_fold1,F1,230,58,0.6904761904761905,0.6896551724137931,0.6963869463869463,"[[11, 0, 2, 1], [0, 10, 0, 5], [1, 2, 9, 2], [0, 3, 2, 10]]"
P0,2,0train_fold1,F2-S,230,58,0.3107142857142857,0.3103448275862069,0.3079365079365079,"[[6, 1, 3, 4], [2, 3, 5, 5], [2, 4, 3, 5], [3, 4, 2, 6]]"
P0,2,0train_fold1,F2-V,230,58,0.344047619047619,0.3448275862068966,0.3464534457478005,"[[4, 3, 5, 2], [1, 6, 3, 5], [2, 2, 5, 5], [1, 5, 4, 5]]"
P0,2,0train_fold1,F3-G,230,58,0.3083333333333333,0.3103448275862069,0.2972297261507495,"[[2, 6, 4, 2], [2, 7, 4, 2], [0, 3, 5, 6], [3, 4, 4, 4]]"
P0,2,0train_fold1,F3-D,230,58,0.3238095238095237,0.3275862068965517,0.3094230769230769,"[[3, 6, 4, 1], [1, 9, 3, 2], [2, 5, 3, 4], [5, 5, 1, 4]]"
P0,2,0train_fold1,F2-S-SHUFFLE,230,58,0.2964285714285714,0.293103448275862,0.294011544011544,"[[6, 1, 4, 3], [2, 3, 5, 5], [3, 4, 5, 2], [2, 5, 5, 3]]"
P0,2,0train_fold1,F2-S-REVERSE,230,58,0.3107142857142857,0.3103448275862069,0.3079365079365079,"[[6, 1, 3, 4], [2, 3, 5, 5], [2, 4, 3, 5], [3, 4, 2, 6]]"
P0,2,0train_fold2,F0,230,58,0.7261904761904762,0.7241379310344828,0.7253297314476402,"[[12, 1, 1, 0], [1, 10, 2, 1], [1, 4, 9, 1], [1, 2, 1, 11]]"
P0,2,0train_fold2,F1,230,58,0.6071428571428571,0.603448275862069,0.6120646594784526,"[[11, 1, 0, 2], [0, 9, 1, 4], [0, 4, 9, 2], [1, 5, 3, 6]]"
P0,2,0train_fold2,F2-S,230,58,0.35,0.3448275862068966,0.3379982179982179,"[[6, 5, 1, 2], [1, 8, 3, 2], [1, 5, 4, 5], [3, 5, 5, 2]]"
P0,2,0train_fold2,F2-V,230,58,0.3464285714285714,0.3448275862068966,0.3464285714285714,"[[5, 5, 1, 3], [3, 6, 2, 3], [0, 5, 6, 4], [3, 5, 4, 3]]"
P0,2,0train_fold2,F3-G,230,58,0.2464285714285714,0.2413793103448276,0.2212714492955951,"[[4, 5, 4, 1], [2, 7, 3, 2], [2, 7, 2, 4], [7, 5, 2, 1]]"
P0,2,0train_fold2,F3-D,230,58,0.3154761904761904,0.3103448275862069,0.2875525005833398,"[[4, 5, 3, 2], [2, 9, 2, 1], [1, 9, 2, 3], [5, 6, 1, 3]]"
P0,2,0train_fold2,F2-S-SHUFFLE,230,58,0.2261904761904761,0.2241379310344827,0.222364815491414,"[[3, 4, 5, 2], [0, 5, 8, 1], [2, 7, 3, 3], [5, 4, 4, 2]]"
P0,2,0train_fold2,F2-S-REVERSE,230,58,0.35,0.3448275862068966,0.3379982179982179,"[[6, 5, 1, 2], [1, 8, 3, 2], [1, 5, 4, 5], [3, 5, 5, 2]]"
P0,2,0train_fold3,F0,231,57,0.6357142857142857,0.631578947368421,0.6106944131137679,"[[14, 0, 0, 0], [2, 5, 3, 4], [2, 5, 6, 2], [1, 2, 0, 11]]"
P0,2,0train_fold3,F1,231,57,0.6511904761904761,0.6491228070175439,0.645320197044335,"[[14, 0, 0, 0], [1, 4, 5, 4], [0, 7, 8, 0], [0, 3, 0, 11]]"
P0,2,0train_fold3,F2-S,231,57,0.3714285714285714,0.3684210526315789,0.342035742035742,"[[10, 1, 1, 2], [3, 2, 6, 3], [5, 2, 3, 5], [4, 3, 1, 6]]"
P0,2,0train_fold3,F2-V,231,57,0.3714285714285714,0.3684210526315789,0.3550671550671551,"[[9, 1, 3, 1], [4, 3, 5, 2], [3, 5, 3, 4], [5, 3, 0, 6]]"
P0,2,0train_fold3,F3-G,231,57,0.388095238095238,0.3859649122807017,0.3910714285714285,"[[8, 0, 2, 4], [1, 7, 4, 2], [3, 3, 4, 5], [6, 0, 5, 3]]"
P0,2,0train_fold3,F3-D,231,57,0.3035714285714285,0.2982456140350877,0.2790178571428571,"[[8, 1, 0, 5], [1, 6, 3, 4], [4, 5, 0, 6], [5, 2, 4, 3]]"
P0,2,0train_fold3,F2-S-SHUFFLE,231,57,0.3333333333333332,0.3333333333333333,0.3372236958443855,"[[6, 2, 1, 5], [2, 4, 5, 3], [2, 4, 5, 4], [2, 5, 3, 4]]"
P0,2,0train_fold3,F2-S-REVERSE,231,57,0.3714285714285714,0.3684210526315789,0.342035742035742,"[[10, 1, 1, 2], [3, 2, 6, 3], [5, 2, 3, 5], [4, 3, 1, 6]]"
P0,2,0train_fold4,F0,231,57,0.5916666666666667,0.5964912280701754,0.5817717403924301,"[[13, 0, 0, 2], [0, 9, 4, 1], [0, 4, 7, 3], [5, 2, 2, 5]]"
P0,2,0train_fold4,F1,231,57,0.5547619047619048,0.5614035087719298,0.5416083916083916,"[[14, 0, 0, 1], [0, 8, 3, 3], [1, 5, 5, 3], [3, 3, 3, 5]]"
P0,2,0train_fold4,F2-S,231,57,0.4702380952380952,0.4736842105263157,0.4662449619346171,"[[10, 2, 1, 2], [0, 8, 4, 2], [2, 5, 5, 2], [2, 4, 4, 4]]"
P0,2,0train_fold4,F2-V,231,57,0.369047619047619,0.3684210526315789,0.3506906906906907,"[[5, 5, 2, 3], [0, 10, 1, 3], [3, 4, 3, 4], [2, 4, 5, 3]]"
P0,2,0train_fold4,F3-G,231,57,0.2309523809523809,0.2280701754385964,0.2206704980842911,"[[1, 4, 0, 10], [3, 6, 2, 3], [4, 3, 2, 5], [2, 2, 6, 4]]"
P0,2,0train_fold4,F3-D,231,57,0.2988095238095237,0.2982456140350877,0.2857282502443792,"[[4, 3, 1, 7], [3, 8, 0, 3], [5, 4, 2, 3], [4, 4, 3, 3]]"
P0,2,0train_fold4,F2-S-SHUFFLE,231,57,0.3833333333333333,0.3859649122807017,0.3708064923582165,"[[8, 3, 2, 2], [1, 8, 1, 4], [3, 5, 4, 2], [2, 5, 5, 2]]"
P0,2,0train_fold4,F2-S-REVERSE,231,57,0.4702380952380952,0.4736842105263157,0.4662449619346171,"[[10, 2, 1, 2], [0, 8, 4, 2], [2, 5, 5, 2], [2, 4, 4, 4]]"
P0,2,1test_fold0,F0,230,58,0.5345238095238095,0.5344827586206896,0.5317050691244241,"[[11, 2, 2, 0], [2, 5, 5, 3], [2, 3, 8, 1], [1, 3, 3, 7]]"
